8.2804	300	19.9812	15
8.244	300	20.5413	15
8.1347	300	20.5433	15
8.2222	300	20.8774	15
8.193	300	21.1017	15
8.1566	300	21.5499	15
8.1202	300	21.8862	15
8.1275	300	24.0119	15
7.7487	300	24.5781	15
7.5811	300	27.1545	15
7.4791	300	30.401	15
7.4354	300	35.9962	15
7.1732	300	41.1477	15
7.1659	300	41.4835	15
7.1294	300	41.4841	15
7.1294	300	41.8198	15
7.1294	300	42.603	15
7.0857	300	42.9394	15
7.0785	300	42.9396	15
6.991	300	45.4027	15
6.9765	300	45.7386	15
6.9619	300	47.1934	15
6.8016	300	51.448	15
6.7725	300	51.4485	15
6.6996	300	51.6736	15
6.4301	300	59.3986	15
6.197	300	67.123	15
6.1533	300	68.914	15
6.095	300	70.3696	15
5.9202	300	84.3587	15
5.9056	300	87.9394	15
4.4319	300	292.6	16
4.8515	300	208.4	16
5.2968	300	145.73	16
5.7685	300	99.5	16
6.2674	300	68.97	16
6.7943	300	49.89	16
7.3499	300	36.55	16
7.9351	300	26.61	16
8.5505	300	18.86	16
5.7685	600	103.38	16
6.7943	600	51.74	16
7.3499	600	38.13	16
7.9351	600	28.34	16
8.5505	600	20.47	16
9.1969	600	14.83	16
10.179	600	9.23	16
10.7564	600	7.22	16
11.0774	600	7.06	16
5.7685	800	105.3	16
6.2674	800	73.7	16
6.7943	800	52.49	16
7.3499	800	38.51	16
7.9351	800	28.92	16
8.5505	800	21.49	16
9.1969	800	15.82	16
9.4194	800	14.48	16
9.8751	800	12.42	16
7.3499	1000	39.87	16
7.9351	1000	30.04	16
8.1368	1000	27.67	16
8.3419	1000	25.4	16
8.5505	1000	23.34	16
8.7624	1000	21.66	16
8.9779	1000	20.64	16
9.1969	1000	21.05	16
9.4194	1000	19.59	16
4.4319	1300	300.44	16
4.8515	1300	217.98	16
5.2968	1300	156.27	16
5.7685	1300	111.24	16
6.2674	1300	79.14	16
6.7943	1300	57.28	16
7.3499	1300	43.27	16
7.9351	1300	34.47	16
8.1368	1300	34.17	16
8.3419	1300	32.04	16
8.5505	1300	29.59	16
9.1969	1300	23.29	16
4.4319	1600	303.15	16
4.8515	1600	221.01	16
4.997	1600	198.49	16
5.2968	1600	159.64	16
5.7685	1600	114.74	16
5.9317	1600	102.85	16
6.098	1600	92.12	16
6.2674	1600	82.69	16
6.4399	1600	74.45	16
6.6155	1600	67.99	16
6.7943	1600	61.56	16
7.0685	1600	54.1	16
7.3499	1600	50.78	16
7.6388	1600	45.98	16
7.9351	1600	40.46	16
8.2389	1600	35.77	16
8.5505	1600	31.38	16
4.4319	1800	305.57	16
4.8515	1800	222.69	16
5.2968	1800	161.95	16
5.7685	1800	117.43	16
6.2674	1800	85.92	16
6.5273	1800	75.02	16
6.7943	1800	66.63	16
7.0685	1800	61.22	16
7.3499	1800	54	16
7.9351	1800	41.93	16
4.4319	2000	306.06	16
4.8515	2000	224.95	16
5.2968	2000	164.49	16
5.7685	2000	120.4	16
6.0145	2000	104.01	16
6.2674	2000	90.9	16
6.5273	2000	82.44	16
6.7943	2000	72.28	16
7.3499	2000	55.55	16
7.9351	2000	43.7	16
